url,rating,reviews,initial_price,final_price,currency,seller_name,seller_ratings,seller_ship_on_time,seller_chat_response,sku,mpn,returns_and_warranty,is_super_seller,brand,stock,shop_url,lazmall,domain,number_sold,gmv
https://www.lazada.vn/products/khong-day-co-the-sac-lai-bluetooth-chuot-cho-may-tinh-pc-ipad-chuot-che-do-kep-bluetooth-40-chuot-khong-day-usb-3-dpi-co-the-dieu-chinh-i1000628837-s4748305692.html,4.7,123,149760,109000,VND,GOOJODOQ.VN,0.94,100%,100%,1000628837_VNAMZ-4748305692,1000628837,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,GOOJODOQ,TRUE,https://www.lazada.vn/shop/goojodoq-vn/?itemId=1000628837&channelSource=pdp,TRUE,https://www.lazada.vn,404,44036000
https://www.lazada.vn/products/chuot-khong-day-logitech-m325s-bao-hanh-36-thang-i2407950146-s11781278783.html,5,1,499000,405000,VND,PHONG VU Official Store,0.97,97%,94%,2407950146_VNAMZ-11781278783,2407950146,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bằng Phiếu bảo hành và Hóa đơn 3 năm""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/phong-vu-official-store/?itemId=2407950146&channelSource=pdp,TRUE,https://www.lazada.vn,4,1620000
https://www.lazada.vn/products/2024-chuot-khong-day-hoat-hinh-de-thuong-hoco-voi-chuot-khong-day-chuot-cam-dau-thu-dang-usb-cho-nha-van-phong-su-dung-ho-tro-may-tinh-choi-gamemay-tinh-xach-tay-i2651818152-s12933114237.html,5,1,275000,150000,VND,HOCO Official Flagship Store,0.97,90%,100%,2651818152_VNAMZ-12933114237,2651818152,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành bởi Nhà bán hàng quốc tế 6 tháng""]",TRUE,Hoco,TRUE,https://www.lazada.vn/shop/hoco-official-flagship-store/?itemId=2651818152&channelSource=pdp,TRUE,https://www.lazada.vn,1,150000
https://www.lazada.vn/products/chuot-khong-day-mofii-m6m6dm-bao-hanh-12-thang-i2494915853-s12220814288.html,5,2,199000,166000,VND,PHONG VU Official Store,0.97,97%,94%,2494915853_VNAMZ-12220814288,2494915853,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bằng Phiếu bảo hành và Hóa đơn 1 năm""]",TRUE,Mofii,TRUE,https://www.lazada.vn/shop/phong-vu-official-store/?itemId=2494915853&channelSource=pdp,TRUE,https://www.lazada.vn,4,664000
https://www.lazada.vn/products/chuot-khong-day-mofii-m6m6dm-bao-hanh-12-thang-i2494915853-s13530780685.html,5,2,229000,175000,VND,PHONG VU Official Store,0.97,97%,94%,2494915853_VNAMZ-13530780685,2494915853,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bằng Phiếu bảo hành và Hóa đơn 1 năm""]",TRUE,Mofii,TRUE,https://www.lazada.vn/shop/phong-vu-official-store/?itemId=2494915853&channelSource=pdp,TRUE,https://www.lazada.vn,4,700000
https://www.lazada.vn/products/hoco-gm29-che-do-kep-chuot-khong-day-yen-tinh-bluetooth-trong-suot-chuot-dpi-usb-chuot-cam-24g-chuot-van-phong-toan-than-thiet-ke-trong-suot-cho-may-tinh-xach-tay-may-tinh-xach-tay-may-tinh-de-ban-i2658028490-s12988630378.html,5,4,299000,158800,VND,BOROFONE  1624529521,0.97,99%,100%,2658028490_VNAMZ-12988630378,2658028490,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành bởi Nhà bán hàng quốc tế 1 tháng""]",TRUE,HOCO.,TRUE,https://www.lazada.vn/shop/borofone-1624529521/?itemId=2658028490&channelSource=pdp,TRUE,https://www.lazada.vn,8,1270400
https://www.lazada.vn/products/hoco-gm29-che-do-kep-chuot-khong-day-yen-tinh-bluetooth-trong-suot-chuot-dpi-usb-chuot-cam-24g-chuot-van-phong-toan-than-thiet-ke-trong-suot-cho-may-tinh-xach-tay-may-tinh-xach-tay-may-tinh-de-ban-i2658028490-s12988630380.html,5,4,299000,163000,VND,BOROFONE  1624529521,0.97,99%,100%,2658028490_VNAMZ-12988630380,2658028490,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành bởi Nhà bán hàng quốc tế 1 tháng""]",TRUE,HOCO.,TRUE,https://www.lazada.vn/shop/borofone-1624529521/?itemId=2658028490&channelSource=pdp,TRUE,https://www.lazada.vn,8,1304000
https://www.lazada.vn/products/hop-dung-di-dong-du-lich-cho-logitech-mx-anywhere-3-tui-dung-chuot-i1691345724-s12178095484.html,5,51,215000,118000,VND,UEB Official Store,0.95,99%,100%,1691345724_VNAMZ-12178095484,1691345724,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,UEB,TRUE,https://www.lazada.vn/shop/ueb-official-store/?itemId=1691345724&channelSource=pdp,TRUE,https://www.lazada.vn,140,16520000
https://www.lazada.vn/products/mini-tu-dong-chuot-jiggler-mover-khong-the-phat-hien-usb-tu-dong-di-chuyen-con-tro-shaker-cam-va-choi-voi-onoff-den-bao-cho-may-tinh-xach-tay-may-tinh-de-ban-i2545044828-s12459768840.html,5,1,97000,54800,VND,UEB Official Store,0.95,99%,100%,2545044828_VNAMZ-12459768840,2545044828,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,UEB,TRUE,https://www.lazada.vn/shop/ueb-official-store/?itemId=2545044828&channelSource=pdp,TRUE,https://www.lazada.vn,1,54800
https://www.lazada.vn/products/chuot-co-day-logitech-m90-den-co-ban-va-ben-bi-i260190363-s364395040.html,4.9,368,159000,94000,VND,LOGITECH Flagship Store,0.98,99%,100%,260190363_VNAMZ-364395040,260190363,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/logitech-flagship-store/?itemId=260190363&channelSource=pdp,TRUE,https://www.lazada.vn,2053,192982000
https://www.lazada.vn/products/chuot-khong-day-24g-ugreen-mu001-cho-macbook-pro-m1-m2-ipad-laptop-4-muc-dpi-1000160020004000-nut-click-im-lang-che-do-tu-dong-ngu-tiet-kiem-pin-bao-hanh-18-thang-i1993558326-s11796510601.html,5,9,400000,280000,VND,UGREEN Accessories,0.98,100%,100%,1993558326_VNAMZ-11796510601,1993558326,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành điện tử 18 tháng""]",TRUE,UGREEN,TRUE,https://www.lazada.vn/shop/ugreen-accessories/?itemId=1993558326&channelSource=pdp,TRUE,https://www.lazada.vn,17,4760000
https://www.lazada.vn/products/chuot-khong-day-yen-lang-logitech-m331-silent-plus-ket-noi-cong-usb-bao-hanh-12-thang-i579448761-s1285454431.html,5,22,390000,369000,VND,Kim Long Mall Certified Store,0.99,100%,100%,579448761_VNAMZ-1285454431,579448761,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành điện tử 12 months""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/kim-long-mall-certified-store/?itemId=579448761&channelSource=pdp,TRUE,https://www.lazada.vn,108,39852000
https://www.lazada.vn/products/kebeteme-bluetooth-50-24ghz-khong-day-che-do-kep-2-trong-1-chuot-khong-day-1600-dpi-sieu-mong-chuot-quang-cong-thai-hoc-i2230296200-s10703082790.html,4.4,64,61000,38000,VND,KEBETEME,0.94,99%,100%,2230296200_VNAMZ-10703082790,2230296200,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=2230296200&channelSource=pdp,TRUE,https://www.lazada.vn,122,4636000
https://www.lazada.vn/products/kebeteme-bluetooth-50-24ghz-khong-day-che-do-kep-2-trong-1-chuot-khong-day-1600-dpi-sieu-mong-chuot-quang-cong-thai-hoc-i2230296200-s11731920932.html,4.4,64,117000,70000,VND,KEBETEME,0.94,99%,100%,2230296200_VNAMZ-11731920932,2230296200,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=2230296200&channelSource=pdp,TRUE,https://www.lazada.vn,122,8540000
https://www.lazada.vn/products/chuot-quang-khong-day-24ghz-tien-dung-bo-thu-usb-6-nut-2000-dpi-chuot-i1446207830-s5989953477.html,4.4,62,95000,48400,VND,Tenda Electronic,0.94,100%,100%,1446207830_VNAMZ-5989953477,1446207830,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,Tenda,TRUE,https://www.lazada.vn/shop/tenda-electronic/?itemId=1446207830&channelSource=pdp,TRUE,https://www.lazada.vn,200,9680000
https://www.lazada.vn/products/hoco-chinh-hang-100-gm25-chuot-khong-day-che-do-kep-bluetooth-52-24g-khong-day-voi-bo-thu-usb-mini-1600-dpi-theo-doi-quang-hoc-cho-pcmacmay-tinh-xach-tay-i2421232440-s11929415631.html,5,5,365000,155000,VND,HOCO Official Flagship Store,0.97,90%,100%,2421232440_VNAMZ-11929415631,2421232440,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""6 Months International Seller Warranty""]",TRUE,Hoco,TRUE,https://www.lazada.vn/shop/hoco-official-flagship-store/?itemId=2421232440&channelSource=pdp,TRUE,https://www.lazada.vn,17,2635000
https://www.lazada.vn/products/hoco-m7-chuot-khong-day-usb-de-thuong-24g-chuot-khong-tieng-khong-day-1200-dpi-chuot-choi-game-van-phong-chuot-cong-thai-hoc-usb-cho-may-tinh-xach-tay-may-tinh-bang-qua-tang-chuot-voi-pin-mien-phi-i2650290961-s12927356488.html,5,4,281848,125000,VND,BOROFONE  1624529521,0.97,99%,100%,2650290961_VNAMZ-12927356488,2650290961,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""1 Month International Seller Warranty""]",TRUE,Hoco,TRUE,https://www.lazada.vn/shop/borofone-1624529521/?itemId=2650290961&channelSource=pdp,TRUE,https://www.lazada.vn,10,1250000
https://www.lazada.vn/products/chuot-may-tinh-khong-day-logitech-m171-xam-bao-hanh-12-thang-i1773433841-s10863649062.html,5,10,320000,276000,VND,PHONG VU Official Store,0.97,97%,94%,1773433841_VNAMZ-10863649062,1773433841,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""1 year Warranty Paper and Invoice""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/phong-vu-official-store/?itemId=1773433841&channelSource=pdp,TRUE,https://www.lazada.vn,51,14076000
https://www.lazada.vn/products/kebememe-24g-chuot-khong-day-dau-thu-dang-usb-chuyen-nghiep-chuot-quang-khong-day-chuot-khong-day-usb-right-chuot-cho-may-tinh-xach-tay-pc-i1102064299-s12056514005.html,4.6,310,128000,73000,VND,KEBETEME,0.94,99%,100%,1102064299_VNAMZ-12056514005,1102064299,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=1102064299&channelSource=pdp,TRUE,https://www.lazada.vn,1196,87308000
https://www.lazada.vn/products/chuot-khong-day-logitech-m187-i260189370-s8322487239.html,4.8,10,420000,318000,VND,LOGITECH Flagship Store,0.98,99%,100%,260189370_VNAMZ-8322487239,260189370,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành điện tử 3 năm""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/logitech-flagship-store/?itemId=260189370&channelSource=pdp,TRUE,https://www.lazada.vn,121,38478000
https://www.lazada.vn/products/khong-day-co-the-sac-lai-bluetooth-chuot-cho-may-tinh-pc-ipad-chuot-che-do-kep-bluetooth-40-chuot-khong-day-usb-3-dpi-co-the-dieu-chinh-i1000628837-s3230414918.html,4.7,123,149760,109000,VND,GOOJODOQ.VN,0.94,100%,100%,1000628837_VNAMZ-3230414918,1000628837,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,GOOJODOQ,TRUE,https://www.lazada.vn/shop/goojodoq-vn/?itemId=1000628837&channelSource=pdp,TRUE,https://www.lazada.vn,404,44036000
https://www.lazada.vn/products/khong-day-co-the-sac-lai-bluetooth-chuot-cho-may-tinh-pc-ipad-chuot-che-do-kep-bluetooth-40-chuot-khong-day-usb-3-dpi-co-the-dieu-chinh-i1000628837-s3230414921.html,4.7,123,149760,109000,VND,GOOJODOQ.VN,0.94,100%,100%,1000628837_VNAMZ-3230414921,1000628837,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,GOOJODOQ,TRUE,https://www.lazada.vn/shop/goojodoq-vn/?itemId=1000628837&channelSource=pdp,TRUE,https://www.lazada.vn,404,44036000
https://www.lazada.vn/products/kebeteme-chuot-khong-day-chuot-khong-day-khong-on-mini-mong-24g-chuot-cho-gia-dinhvan-phong-i1849802408-s8373173641.html,4.8,187,95050,47500,VND,KEBETEME,0.94,99%,100%,1849802408_VNAMZ-8373173641,1849802408,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=1849802408&channelSource=pdp,TRUE,https://www.lazada.vn,554,26315000
https://www.lazada.vn/products/2024-chuot-khong-day-hoat-hinh-de-thuong-hoco-voi-chuot-khong-day-chuot-cam-dau-thu-dang-usb-cho-nha-van-phong-su-dung-ho-tro-may-tinh-choi-gamemay-tinh-xach-tay-i2651818152-s12933114238.html,5,1,275000,150000,VND,HOCO Official Flagship Store,0.97,90%,100%,2651818152_VNAMZ-12933114238,2651818152,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành bởi Nhà bán hàng quốc tế 6 tháng""]",TRUE,Hoco,TRUE,https://www.lazada.vn/shop/hoco-official-flagship-store/?itemId=2651818152&channelSource=pdp,TRUE,https://www.lazada.vn,1,150000
https://www.lazada.vn/products/chuot-khong-day-mofii-m6m6dm-bao-hanh-12-thang-i2494915853-s13530780684.html,5,2,229000,175000,VND,PHONG VU Official Store,0.97,97%,94%,2494915853_VNAMZ-13530780684,2494915853,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bằng Phiếu bảo hành và Hóa đơn 1 năm""]",TRUE,Mofii,TRUE,https://www.lazada.vn/shop/phong-vu-official-store/?itemId=2494915853&channelSource=pdp,TRUE,https://www.lazada.vn,4,700000
https://www.lazada.vn/products/delux-m618xsd-seeker-chuot-doc-tien-dung-co-day-khong-day-co-the-sac-lai-voi-man-hinh-oled-max-7200dpi-nap-lung-co-the-thao-roi-cho-ban-tay-lon-cho-pclaptopwindowsmac-i1898720019-s8636965467.html,5,116,1699999,1355720,VND,Delux Official Store,0.97,100%,100%,1898720019_VNAMZ-8636965467,1898720019,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""6 Months International Manufacturer Warranty""]",TRUE,DELUX,TRUE,https://www.lazada.vn/shop/delux-official-store/?itemId=1898720019&channelSource=pdp,TRUE,https://www.lazada.vn,106,143706320
https://www.lazada.vn/products/chuot-quang-khong-day-jtke-24ghz-chuot-may-tinh-pc-usb-20-thiet-ke-cong-thai-hoc-chuot-sieu-mong-cho-may-tinh-m-ac-may-tinh-xach-tay-may-tinh-de-ban-i721786301-s1825934928.html,4.8,32,89108,45000,VND,JTKE,0.93,97%,100%,721786301_VNAMZ-1825934928,721786301,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,JTKE,TRUE,https://www.lazada.vn/shop/jtke/?itemId=721786301&channelSource=pdp,TRUE,https://www.lazada.vn,121,5445000
https://www.lazada.vn/products/chuot-chuyen-co-day-g9-sieu-nhay-gia-re-i2611996747-s12736665761.html,5,1,70200,51840,VND,Vinetteam Store,0.93,98%,100%,2611996747_VNAMZ-12736665761,2611996747,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""1 Month Warranty Stamp""]",TRUE,VINETTEAM,TRUE,https://www.lazada.vn/shop/vinetteam-store/?itemId=2611996747&channelSource=pdp,TRUE,https://www.lazada.vn,1,51840
https://www.lazada.vn/products/chuot-chuyen-co-day-g9-sieu-nhay-gia-re-i2611996747-s12736665763.html,5,1,70200,63720,VND,Vinetteam Store,0.93,98%,100%,2611996747_VNAMZ-12736665763,2611996747,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""1 Month Warranty Stamp""]",TRUE,VINETTEAM,TRUE,https://www.lazada.vn/shop/vinetteam-store/?itemId=2611996747&channelSource=pdp,TRUE,https://www.lazada.vn,1,63720
https://www.lazada.vn/products/chuot-khong-day-bluetooth-sac-pin-1-lan-dung-1-thang-chong-on-click-sidotech-m1p-nhay-dpi-100012001600-dong-chuot-may-tinh-cho-macbook-laptop-tuong-duong-chuot-khong-day-logitech-fuhlen-xiaomi-apple-inphic-hang-chinh-hang-i867172556-s2467548026.html,4.9,1362,189000,96424,VND,Sidotech Official,0.97,100%,94%,867172556_VNAMZ-2467548026,867172556,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành điện tử 3 tháng""]",TRUE,Sidotech,TRUE,https://www.lazada.vn/shop/sidotech-official/?itemId=867172556&channelSource=pdp,TRUE,https://www.lazada.vn,4506,434486544
https://www.lazada.vn/products/chuot-khong-day-24g-ugreen-mu001-cho-macbook-pro-m1-m2-ipad-laptop-4-muc-dpi-1000160020004000-nut-click-im-lang-che-do-tu-dong-ngu-tiet-kiem-pin-bao-hanh-18-thang-i1993558326-s11796510599.html,5,9,350000,198418,VND,UGREEN Accessories,0.98,100%,100%,1993558326_VNAMZ-11796510599,1993558326,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành điện tử 18 tháng""]",TRUE,UGREEN,TRUE,https://www.lazada.vn/shop/ugreen-accessories/?itemId=1993558326&channelSource=pdp,TRUE,https://www.lazada.vn,17,3373106
https://www.lazada.vn/products/chuot-khong-day-yen-lang-logitech-m331-silent-plus-ket-noi-cong-usb-bao-hanh-12-thang-i579448761-s1285454430.html,5,22,390000,369000,VND,Kim Long Mall Certified Store,0.99,100%,100%,579448761_VNAMZ-1285454430,579448761,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành điện tử 12 months""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/kim-long-mall-certified-store/?itemId=579448761&channelSource=pdp,TRUE,https://www.lazada.vn,108,39852000
https://www.lazada.vn/products/tui-chuot-khong-day-hop-dung-du-lich-cung-di-dong-chong-nuoc-cho-mx-m650-i1957518208-s9015613390.html,4.7,6,197000,77000,VND,UEB Official Store,0.95,99%,100%,1957518208_VNAMZ-9015613390,1957518208,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,UEB,TRUE,https://www.lazada.vn/shop/ueb-official-store/?itemId=1957518208&channelSource=pdp,TRUE,https://www.lazada.vn,25,1925000
https://www.lazada.vn/products/chuot-khong-day-bluetooth-logitech-m350s-pebble-2-silent-mong-nhe-nut-tuy-chinh-4000dpi-easy-switch-cho-windows-macos-ipados-android-i2403763264-s11742428040.html,4.9,203,999000,501000,VND,LOGITECH Flagship Store,0.98,99%,100%,2403763264_VNAMZ-11742428040,2403763264,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bảo hành điện tử 12 months""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/logitech-flagship-store/?itemId=2403763264&channelSource=pdp,TRUE,https://www.lazada.vn,619,310119000
https://www.lazada.vn/products/kebeteme-bluetooth-50-24ghz-khong-day-che-do-kep-2-trong-1-chuot-khong-day-1600-dpi-sieu-mong-chuot-quang-cong-thai-hoc-i2230296200-s10703082786.html,4.4,64,61000,38000,VND,KEBETEME,0.94,99%,100%,2230296200_VNAMZ-10703082786,2230296200,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=2230296200&channelSource=pdp,TRUE,https://www.lazada.vn,122,4636000
https://www.lazada.vn/products/kebeteme-bluetooth-50-24ghz-khong-day-che-do-kep-2-trong-1-chuot-khong-day-1600-dpi-sieu-mong-chuot-quang-cong-thai-hoc-i2230296200-s11731920933.html,4.4,64,114000,70000,VND,KEBETEME,0.94,99%,100%,2230296200_VNAMZ-11731920933,2230296200,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=2230296200&channelSource=pdp,TRUE,https://www.lazada.vn,122,8540000
https://www.lazada.vn/products/chuot-quang-khong-day-24ghz-tien-dung-bo-thu-usb-6-nut-2000-dpi-chuot-i1446207830-s5989953478.html,4.4,62,111000,58200,VND,Tenda Electronic,0.94,100%,100%,1446207830_VNAMZ-5989953478,1446207830,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,Tenda,TRUE,https://www.lazada.vn/shop/tenda-electronic/?itemId=1446207830&channelSource=pdp,TRUE,https://www.lazada.vn,200,11640000
https://www.lazada.vn/products/chuot-quang-khong-day-24ghz-tien-dung-bo-thu-usb-6-nut-2000-dpi-chuot-i1446207830-s5989953480.html,4.4,62,95000,49400,VND,Tenda Electronic,0.94,100%,100%,1446207830_VNAMZ-5989953480,1446207830,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,Tenda,TRUE,https://www.lazada.vn/shop/tenda-electronic/?itemId=1446207830&channelSource=pdp,TRUE,https://www.lazada.vn,200,9880000
https://www.lazada.vn/products/chuot-logitech-m185-khong-day-nho-gon-cho-windows-voi-usb-mini-receiver-theo-doi-quang-hoc-hai-tay-i2737283151-s13400026606.html,4.8,25,555555,186232,VND,VLINK STORE,0.94,86%,100%,2737283151_VNAMZ-13400026606,2737283151,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Nhà cung cấp trong nước bảo hành 1 năm""]",TRUE,VLINK,TRUE,https://www.lazada.vn/shop/vlink-store/?itemId=2737283151&channelSource=pdp,TRUE,https://www.lazada.vn,29,5400728
https://www.lazada.vn/products/hoco-chinh-hang-100-gm25-chuot-khong-day-che-do-kep-bluetooth-52-24g-khong-day-voi-bo-thu-usb-mini-1600-dpi-theo-doi-quang-hoc-cho-pcmacmay-tinh-xach-tay-i2421232440-s11929415630.html,5,5,365000,155000,VND,HOCO Official Flagship Store,0.97,90%,100%,2421232440_VNAMZ-11929415630,2421232440,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""6 Months International Seller Warranty""]",TRUE,Hoco,TRUE,https://www.lazada.vn/shop/hoco-official-flagship-store/?itemId=2421232440&channelSource=pdp,TRUE,https://www.lazada.vn,17,2635000
https://www.lazada.vn/products/jiashi-moi-kep-bluetooth-che-do-chuot-khong-day-sac-may-tinh-yen-tinh-may-tinh-xach-tay-van-phong-tro-choi-quang-chuot-khong-day-i2518588207-s12347302687.html,5,1,206000,125000,VND,JIASHI Shopping Mall,0.99,100%,100%,2518588207_VNAMZ-12347302687,2518588207,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,JIASHI,TRUE,https://www.lazada.vn/shop/jiashi-shopping-mall/?itemId=2518588207&channelSource=pdp,TRUE,https://www.lazada.vn,2,250000
https://www.lazada.vn/products/chuot-may-tinh-khong-day-logitech-m171-xam-bao-hanh-12-thang-i1773433841-s10863649061.html,5,10,320000,279000,VND,PHONG VU Official Store,0.97,97%,94%,1773433841_VNAMZ-10863649061,1773433841,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""1 year Warranty Paper and Invoice""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/phong-vu-official-store/?itemId=1773433841&channelSource=pdp,TRUE,https://www.lazada.vn,51,14229000
https://www.lazada.vn/products/kebememe-24g-chuot-khong-day-dau-thu-dang-usb-chuyen-nghiep-chuot-quang-khong-day-chuot-khong-day-usb-right-chuot-cho-may-tinh-xach-tay-pc-i1102064299-s12056514006.html,4.6,310,128000,73000,VND,KEBETEME,0.94,99%,100%,1102064299_VNAMZ-12056514006,1102064299,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Không áp dụng chính sách bảo hành""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=1102064299&channelSource=pdp,TRUE,https://www.lazada.vn,1196,87308000
https://www.lazada.vn/products/chuot-khong-day-logitech-m650-bao-hanh-12-thang-i2299665307-s11159303577.html,4.8,11,849000,739000,VND,PHONG VU Official Store,0.97,97%,94%,2299665307_VNAMZ-11159303577,2299665307,"[""100% chính hãng"",""Được đổi ý"",""30 ngày miễn phí trả hàng"",""Bằng Phiếu bảo hành và Hóa đơn 12 months""]",TRUE,Logitech,TRUE,https://www.lazada.vn/shop/phong-vu-official-store/?itemId=2299665307&channelSource=pdp,TRUE,https://www.lazada.vn,38,28082000
https://www.lazada.vn/products/khong-day-co-the-sac-lai-bluetooth-chuot-cho-may-tinh-pc-ipad-chuot-che-do-kep-bluetooth-40-chuot-khong-day-usb-3-dpi-co-the-dieu-chinh-i1000628837-s4660744004.html,4.7,123,149760,109000,VND,GOOJODOQ.VN,0.94,100%,100%,1000628837_VNAMZ-4660744004,1000628837,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,GOOJODOQ,TRUE,https://www.lazada.vn/shop/goojodoq-vn/?itemId=1000628837&channelSource=pdp,TRUE,https://www.lazada.vn,404,44036000
https://www.lazada.vn/products/khong-day-co-the-sac-lai-bluetooth-chuot-cho-may-tinh-pc-ipad-chuot-che-do-kep-bluetooth-40-chuot-khong-day-usb-3-dpi-co-the-dieu-chinh-i1000628837-s4734501887.html,4.7,123,149760,109000,VND,GOOJODOQ.VN,0.94,100%,100%,1000628837_VNAMZ-4734501887,1000628837,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,GOOJODOQ,TRUE,https://www.lazada.vn/shop/goojodoq-vn/?itemId=1000628837&channelSource=pdp,TRUE,https://www.lazada.vn,404,44036000
https://www.lazada.vn/products/kebeteme-chuot-khong-day-chuot-khong-day-khong-on-mini-mong-24g-chuot-cho-gia-dinhvan-phong-i1849802408-s12263180505.html,4.8,187,130000,73000,VND,KEBETEME,0.94,99%,100%,1849802408_VNAMZ-12263180505,1849802408,"[""100% Authentic"",""Change of Mind"",""30 Days Free Returns"",""Warranty not available""]",TRUE,KEBETEME,TRUE,https://www.lazada.vn/shop/kebeteme/?itemId=1849802408&channelSource=pdp,TRUE,https://www.lazada.vn,554,40442000
